city,lat,lng,population,capital
Benedikt,46.6086,15.8883,,admin
Semic,45.6461,15.1822,,admin
Cirkulane,46.3453,15.9952,,admin
Vodice,46.2,14.5,,admin
Nkurenkuru,-17.6167,18.6,,admin
Sefwi Wiawso,6.2058,-2.4894,,admin
Sveta Ana,46.6492,15.8442,,admin
Rumuruti,0.2725,36.5381,,admin
Hongseong,36.6009,126.665,,admin
Mersch,49.7489,6.1061,,admin
Muan,34.9897,126.4714,,admin
Nova Vas,45.7717,14.5058,,admin
Zgornja Hajdina,46.4061,15.8386,,admin
Kacanik,42.2467,21.2553,,admin
Mirna Pec,45.8603,15.0833,,admin
Buyende,1.1517,33.155,,admin
Tuzi,42.3656,19.3314,,admin
Bangolo,7.0123,-7.4864,,admin
Saratamata,-15.2869,167.9906,,admin
Skenderaj,42.7467,20.7886,,admin
Strendur,62.1096,-6.7617,,admin
Kurumul,-5.855,144.6311,,admin
Palenga,2.6131,32.3369,,admin
Sveta Trojica v Slovenskih Goricah,46.5767,15.8769,,admin
Zgornja Kungota,46.6392,15.6156,,admin
Lamwo,3.5297,32.8016,,admin
Oyam,2.2141,32.3703,,admin
Kula,45.6109,19.5274,,admin
Destrnik,46.5006,15.875,,admin
Ponta do Sol,17.2014,-25.0917,,admin
Podujeve,42.9167,21.2,,admin
Lelydorp,5.7,-55.2333,,admin
Apatin,45.6667,18.9833,,admin
Dobrova,46.055,14.4172,,admin
Makole,46.3172,15.6672,,admin
Zitorada,43.1833,21.7167,,admin
Markovci,46.3833,15.95,,admin
Crensovci,46.5744,16.2906,,admin
Zvecan,42.9,20.8333,,admin
Kovin,44.7475,20.9761,,admin
Koceljeva,44.4708,19.807,,admin
Verzej,46.5836,16.1653,,admin
Velike Lasce,45.8322,14.6364,,admin
Krizevci,46.5683,16.1386,,admin
Agago,2.8338,33.3336,,admin
Razkrizje,46.5217,16.2811,,admin
Skocjan,45.9067,15.2914,,admin
Morant Bay,17.8814,-76.4092,,admin
Star Dojran,41.1865,22.7203,105,admin
Zuzemberk,45.8339,14.9292,,admin
Puconci,46.7067,16.1564,,admin
Madinat ash Shamal,26.14,51.22,,admin
Gadzin Han,43.2203,22.0258,,admin
Videm,45.85,14.6942,,admin
Cicevac,43.7167,21.45,,admin
Pecinci,44.9089,19.9664,,admin
Zavrc,46.3917,16.0497,,admin
Mongar,27.275,91.24,,admin
Ilam,33.6374,46.4227,,admin
Qazax,41.0925,45.3656,,admin
Lipkovo,42.1553,21.5875,0,admin
Bosilegrad,42.5005,22.4728,,admin
Tari,-5.8489,142.9506,,admin
Velika Polana,46.5719,16.3469,,admin
Cankova,46.7208,16.0225,,admin
Vladimirci,44.6167,19.7833,,admin
Haa,27.3685,89.2918,,admin
Singa,13.1483,33.9311,,admin
Razanj,43.6667,21.55,,admin
Tvoroyri,61.5544,-6.8063,,admin
Port Loko,8.7667,-12.7833,,admin
Pul-e `Alam,33.9953,69.0227,,admin
Kllokot,42.3667,21.3833,,admin
Kucevo,44.4833,21.6667,,admin
Boorama,9.9361,43.1828,,admin
Komen,45.8153,13.7483,,admin
Apace,46.6972,15.9106,,admin
Kuzma,46.8369,16.0833,,admin
San Jose,10.18,125.5683,,admin
Napak,2.2514,34.2501,,admin
Kaffrine,14.1016,-15.5467,,admin
Sharan,33.1757,68.7304,,admin
Istog,42.7833,20.4833,,admin
Gornji Grad,46.2953,14.8083,,admin
Krapina,46.1589,15.8744,,admin
Plandiste,45.2269,21.1217,,admin
Dambai,8.0662,0.1795,,admin
Cerkvenjak,46.5706,15.9436,,admin
Medveda,42.8333,21.5833,,admin
Goaso,6.8036,-2.5172,,admin
Suhar,24.342,56.7299,,admin
Sarur,39.5544,44.9826,,admin
Sredisce ob Dravi,46.3942,16.2681,,admin
Redange-sur-Attert,49.7656,5.8908,,admin
Jursinci,46.4847,15.9714,,admin
Gaoua,10.2992,-3.2508,,admin
Dolenjske Toplice,45.7667,15.0667,,admin
Kozje,46.075,15.5603,,admin
Cocieri,47.3,29.1167,,admin
Podcetrtek,46.1569,15.5986,,admin
Mokronog,45.9342,15.1408,,admin
Fuglafjordhur,62.2448,-6.815,,admin
Becej,45.6167,20.0333,,admin
Lufilufi,-13.8745,-171.5986,,admin
Nalerigu,10.5273,-0.3698,,admin
Sangre Grande,10.5667,-61.1333,,admin
Famjin,61.5264,-6.8769,83,admin
Kralendijk,12.1517,-68.2761,,admin
Zgornje Gorje,46.3833,14.0833,,admin
Rogasovci,46.8,16.0333,,admin
Opovo,45.0514,20.4247,,admin
Ribnica,46.535,15.2728,,admin
Kotor,42.4254,18.7712,,admin
Rekovac,43.8667,21.1333,,admin
Knic,43.9167,20.7167,,admin
Podlehnik,46.3353,15.88,,admin
Sodrazica,45.7611,14.6356,,admin
Nhlangano,-27.1167,31.2,,admin
Nili,33.7218,66.1302,,admin
Vitomarci,46.5275,15.9394,,admin
Fort Wellington,6.3909,-57.6038,,admin
Samdrup Jongkhar,26.8007,91.5052,,admin
Osilnica,45.5292,14.6979,,admin
Tabuk,17.4084,121.2785,,admin
Sarpang,26.8639,90.2674,,admin
Nabilatuk,2.0525,34.5734,,admin
Neves,0.3586,6.5525,,admin
Titel,45.2,20.3,,admin
Nova Sintra,14.8714,-24.6956,,admin
Dragash,42.0611,20.6528,,admin
Jurovski Dol,46.6064,15.7847,,admin
Ed Daein,11.4672,26.1317,,admin
Trashigang,27.3333,91.5528,,admin
Sedhiou,12.7081,-15.5569,,admin
Pagegiai,55.1328,21.8778,57,admin
Trnovska Vas,46.5167,15.9,,admin
Qabala,40.9825,47.8491,,admin
Soldanesti,47.8161,28.7972,,admin
Pemagatshel,27.038,91.4031,,admin
Moravske-Toplice,46.6875,16.2256,,admin
Mamuju,-2.6786,118.8933,,admin
Igreja,15.0339,-24.325,,admin
Podvelka,46.5869,15.3306,,admin
Savalou,7.9281,1.9756,,admin
Kiruhura,-0.2356,30.8725,,admin
Kuacjok,8.31,27.99,,admin
Secanj,45.3667,20.7722,,admin
Vagur,61.4733,-6.8175,,admin
Tubmanburg,6.8706,-10.8211,,admin
Goygol,40.5858,46.3189,,admin
Hargeysa,9.56,44.065,,admin
Safotulafai,-13.6715,-172.1777,,admin
Qacha's Nek,-30.1153,28.6894,,admin
Tomaz pri Ormozu,46.4842,16.0836,,admin
Stefan Voda,46.5129,29.6619,,admin
Grad,46.8,16.1,,admin
Matam,15.6167,-13.3333,,admin
Zabari,44.3562,21.2143,,admin
Malo Crnice,44.5667,21.2833,,admin
Srbobran,45.5522,19.8017,,admin
Kotido,2.9806,34.1331,,admin
Tsimasham,27.0989,89.536,,admin
Pazin,45.2392,13.9386,,admin
Pala,9.3646,14.9073,,admin
Shterpce,42.2333,21.0167,,admin
Dobje,46.1367,15.4089,,admin
Nwoya,2.6342,32.0011,,admin
Dobrovnik,46.6514,16.3525,,admin
Mali Idos,45.7069,19.6644,,admin
Dalandzadgad,43.5708,104.425,,admin
Bazarak,35.3129,69.5152,,admin
Zitiste,45.485,20.5497,,admin
Pader,3.05,33.2167,,admin
Novi Knezevac,46.05,20.1,,admin
Otuke,2.5004,33.5007,,admin
Rio Claro,10.3059,-61.1756,,admin
Davaci,41.2012,48.9871,,admin
El Meghaier,33.9506,5.9242,,admin
Qivraq,39.3994,45.1151,,admin
Nordhragota,62.199,-6.7432,,admin
Zubin Potok,42.9167,20.6833,,admin
Petnjica,42.9089,19.9644,,admin
Leava,-14.2933,-178.1583,,admin
Buka,-5.4219,154.6728,,admin
Anouvong,18.8989,103.0919,,admin
Mislinja,46.4411,15.1956,,admin
Novi Becej,45.6,20.1167,,admin
Danilovgrad,42.61,19.05,,admin
Ar Rustaq,23.3908,57.4244,,admin
Amuru,2.8139,31.9387,,admin
Samamea,-13.9338,-171.5312,,admin
Nakapiripirit,1.9167,34.7833,,admin
Satupa`itea,-13.7659,-172.3269,,admin
Haciqabul,40.0387,48.9429,,admin
Makedonska Kamenica,42.0208,22.5876,,admin
Golubac,44.653,21.632,,admin
Buabidi,8.4746,-81.6983,,admin
Kalbacar,40.1098,46.0445,,admin
Niksic,42.78,18.94,,admin
Hrib-Loski Potok,45.7011,14.5911,,admin
Nova Crnja,45.6667,20.6,,admin
Majdanpek,44.38,21.944,,admin
Asau,-13.5196,-172.6378,,admin
Leposaviq,43.1,20.8,,admin
Djibloho,1.5917,10.8222,,admin
Gracanice,42.6,21.2,,admin
Sur,22.5667,59.5289,,admin
Safotu,-13.4513,-172.4018,,admin
Vailoa,-13.7555,-172.307,,admin
Ribeira Brava,16.6158,-24.2983,,admin
Novoberde,42.6,21.4333,,admin
Kobilje,46.6847,16.3978,,admin
Qobustan,40.5336,48.9282,,admin
Ibra',22.6906,58.5334,,admin
Kranjska Gora,46.4839,13.7894,,admin
Massakory,13,15.7333,,admin
Zetale,46.275,15.7939,,admin
Rustavi,42.2897,43.8543,,admin
Sorvagur,62.0717,-7.3066,,admin
Buba,11.59,-14.99,,admin
Gusinje,42.5619,19.8339,,admin
Al Hazm,16.1641,44.7769,,admin
Xocavand,39.795,47.1117,,admin
Resen,41.0893,21.0109,,admin
Burco,9.5221,45.5336,,admin
Cova Figueira,14.8833,-24.3,,admin
Barentu,15.1058,37.5907,,admin
Kaisiadorys,54.8653,24.4682,,admin
Arta,11.5264,42.8519,,admin
Oyrarbakki,62.2079,-6.9997,,admin
Eidhi,62.2995,-7.0924,,admin
Salovci,46.825,16.2981,,admin
Pili,13.7177,123.7448,,admin
Sao Joao dos Angolares,0.1342,6.6494,,admin
Vestmanna,62.1548,-7.169,,admin
Gaigirgordub,9.5583,-78.9483,10,admin
Kyankwanzi,1.1987,31.8062,,admin
Raseiniai,55.3797,23.1239,,admin
Trashi Yangtse,27.6116,91.498,,admin
Kone,-21.0667,164.8667,,admin
Kvivik,62.1186,-7.0737,,admin
Phon-Hong,18.4953,102.4153,,admin
Sumba,61.4055,-6.709,,admin
Sandavagur,62.0537,-7.1498,,admin
Trgoviste,42.3514,22.0921,,admin
Solcava,46.4194,14.6936,,admin
Zalingei,12.9092,23.4706,,admin
Sola,-13.8761,167.5517,,admin
Hodos,46.8233,16.3342,,admin
Hov,61.5068,-6.7599,,admin
Semera,11.7956,41.0086,,admin
Anew,37.8875,58.516,,admin
Masunga,-20.6245,27.4488,,admin
Kostel,45.5084,14.9101,,admin
Tanjung Selor,2.8375,117.3653,,admin
Vidhareidhi,62.36,-6.5313,,admin
Saleaula,-13.4489,-172.3352,,admin
Xizi,40.9111,49.0694,,admin
Trongsa,27.5168,90.5,,admin
Damongo,9.083,-1.8188,,admin
Zhemgang,27.2169,90.6579,,admin
Tigoa,-11.5531,160.0647,,admin
Zagubica,44.1979,21.7902,,admin
Sandur,61.8344,-6.8171,,admin
El Fula,11.712,28.3462,,admin
Ignalina,55.3406,26.1605,,admin
Parun,35.4206,70.9226,,admin
Lupane,-18.9315,27.807,,admin
Fish Town,5.1974,-7.8758,,admin
Loango,-4.6519,11.8125,,admin
Bopolu,7.0667,-10.4875,,admin
Amdjarass,16.0667,22.8354,,admin
Laascaanood,8.4774,47.3597,,admin
Ntoroko,1.0411,30.4811,,admin
Kolasin,42.825,19.518,,admin
Husavik,61.8099,-6.6813,,admin
Jakar,27.5492,90.7525,,admin
Georgetown,-7.9286,-14.4119,,admin
Lhuentse,27.6679,91.1839,,admin
Ceerigaabo,10.6162,47.3679,,admin
Kunoy,62.2917,-6.6702,,admin
Skalavik,61.8314,-6.6623,,admin
Daga,27.0753,89.8769,,admin
We,-20.9,167.2667,,admin
Kirkja,62.3263,-6.3238,,admin
Sowa Town,-20.5636,26.2244,,admin
Sieyik,9.3832,-82.6521,,admin
Zgornje Jezersko,46.3833,14.4667,,admin
Awbari,26.5833,12.7667,,admin
Choyr,46.3611,108.3611,,admin
Savnik,42.95,19.1,,admin
Pluzine,43.1528,18.8394,,admin
Edinburgh of the Seven Seas,-37.0675,-12.3105,,admin
Skuvoy,61.771,-6.805,,admin
Ntchisi,-13.3753,34.0036,,admin
Gasa,27.9067,89.7304,,admin
Jwaneng,-24.6017,24.7281,,admin
Hayma',19.9333,56.3167,,admin
Idri,27.4471,13.0517,,admin
Mahdia,5.2667,-59.15,,admin
Union Choco,8.0778,-77.5583,,admin
Bardai,21.3547,17.0016,,admin
Presevo,42.3067,21.65,,admin
Bujanovac,42.4667,21.7667,,admin
Kitamilo,0.2222,33.2061,,admin
Udine,46.0667,13.2333,99518,minor
Kalisz,51.757,18.083,99761,minor
Legnica,51.2101,16.1619,99350,minor
Andria,41.2317,16.3083,99857,minor
Fengning,41.2013,116.6433,99673,minor
Urgut Shahri,39.4007,67.2607,99675,minor
Deventer,52.25,6.2,99166,minor
Wloclawek,52.65,19.05,99350,minor
Arezzo,43.4631,11.8781,99419,minor
Abhar,36.1467,49.2181,99285,minor
Cottbus,51.7606,14.3342,98693,minor
Chia,4.8633,-74.0528,97896,minor
Senahu,15.4164,-89.8203,98703,minor
Kontagora,10.4522,5.4794,98754,minor
Zarate,-34.0833,-59.0333,98522,minor
Iseyin,7.9667,3.6,98071,minor
Lugo,43.0167,-7.55,97613,minor
Bafra,41.5682,35.9069,97452,minor
Hanau,50.1328,8.9169,96023,minor
Jamundi,3.2608,-76.5394,96993,minor
Tomohon,1.3244,124.8225,96411,minor
Kazerun,29.6167,51.65,96683,minor
Longquan,40.3703,113.7483,95849,minor
Dovzhansk,48.0846,39.6516,95153,minor
Mons,50.455,3.952,95299,minor
Jinbi,25.7356,101.3239,95639,minor
Xiluodu,28.236,103.6301,95439,minor
Pesaro,43.9102,12.9133,94958,minor
Boli,45.7564,130.5759,95260,minor
Yi Xian,39.3444,115.4954,94110,minor
Lecce,40.352,18.1691,95441,minor
Caceres,39.4833,-6.3667,95418,minor
Kulob,37.9119,69.7808,95000,minor
Rubio,7.7,-72.35,95041,minor
Mianwali,32.5853,71.5436,95007,minor
Jinshan,25.1496,102.0742,95044,minor
Barletta,41.3167,16.2833,94477,minor
Valongo,41.1833,-8.5,93858,minor
Biu,10.6204,12.19,95005,minor
Jaworzno,50.2,19.275,94305,minor
Gera,50.8782,12.0824,94152,minor
Grudziadz,53.4875,18.755,94368,minor
Bayan Hot,38.8556,105.7001,94445,minor
Alessandria,44.9133,8.62,93980,minor
Monkayo,7.8167,126.05,93937,minor
La Spezia,44.108,9.8289,93311,minor
Linquan,37.9513,110.9877,91670,minor
Helmond,51.4797,5.6556,91524,minor
Avignon,43.95,4.8075,91729,minor
Wukari,7.8704,9.78,92933,minor
Rafaela,-31.2667,-61.4833,92945,minor
Sampit,-2.5329,112.95,92710,minor
Naju,35.0283,126.7175,92582,minor
Yumbo,3.5778,-76.4944,92192,minor
Ocozocoautla de Espinosa,16.75,-93.3667,92103,minor
Mosquera,4.7078,-74.2328,91282,minor
Oss,51.7667,5.5167,91451,minor
Duren,50.8,6.4833,90733,minor
Weiyuan,23.5025,100.7075,91536,minor
Azua,18.46,-70.74,91345,minor
Flensburg,54.7819,9.4367,89934,minor
Tubingen,48.52,9.0556,90546,minor
Maladzyechna,54.3136,26.8517,91063,minor
Agua Prieta,31.3258,-109.5489,91029,minor
Pisa,43.7167,10.4,90118,minor
Fundacion,10.5172,-74.1922,90514,minor
Ma`arrat an Nu`man,35.6433,36.6683,90000,minor
Zwickau,50.7189,12.4961,89540,minor
Hezuo,34.9984,102.91,90290,minor
Pistoia,43.9333,10.9167,90195,minor
Ocana,8.2461,-73.3553,90037,minor
Norrkoping,58.5919,16.1856,88639,minor
Giessen,50.5833,8.6667,88546,minor
Lucca,43.85,10.5167,89243,minor
Hilversum,52.23,5.18,87817,minor
Leping,37.613,113.6995,88559,minor
Cantaura,9.3005,-64.3564,89552,minor
Kamensk-Shakhtinskiy,48.3167,40.2667,88997,minor
Prijedor,44.9667,16.7,89397,minor
Bhakkar,31.6333,71.0667,88472,minor
Dunkerque,51.0383,2.3775,86865,minor
Dongchuan,25.5086,101.2356,88481,minor
Heerlen,50.8833,5.9833,86833,minor
Montelibano,7.9711,-75.4181,88674,minor
San Luis,20.1881,-75.8486,88496,minor
Kadirli,37.3698,36.1031,88527,minor
Maravatio de Ocampo,19.8933,-100.4428,88535,minor
La Grita,8.1333,-71.9833,88450,minor
Zhob,31.3417,69.4486,88356,minor
Maiquetia,10.5958,-66.9772,87909,minor
Tacana,15.2415,-92.0684,87998,minor
Changting,25.867,116.3167,87458,minor
Sinjar,36.3209,41.8766,88023,minor
Jilotepec,19.9519,-99.5328,87927,minor
Jaguey Grande,22.5292,-81.1325,87771,minor
Pergamino,-33.8836,-60.5669,87652,minor
Consolacion del Sur,22.5083,-83.5172,87500,minor
Guadalajara,40.6337,-3.1674,87064,minor
Paredes,41.2,-8.3333,86854,minor
Brindisi,40.6383,17.9458,87141,minor
Hounde,11.5,-3.5167,87154,minor
Wulan,36.5585,104.6765,86990,minor
Menglang,22.5586,99.9337,86877,minor
Ciudad de Atlixco,18.9,-98.45,86690,minor
Campana,-34.1667,-58.9167,86860,minor
Dingcheng,19.6819,110.3637,86367,minor
Tuncheng,19.3633,110.0978,86474,minor
Cardenas,23.0428,-81.2036,86700,minor
Yaofeng,35.1395,111.2174,86435,minor
Aalst,50.9383,4.0392,85715,minor
Ducheng,23.2445,111.5342,85659,minor
Tumaco,1.81,-78.81,86713,minor
Keffi,8.8464,7.8733,85911,minor
Kapakli,41.3333,27.9667,85898,minor
Pariaman,-0.6261,100.1206,85485,minor
San Antonio,-33.5809,-71.6132,86239,minor
Treviso,45.6722,12.2422,84954,minor
Olavarria,-36.9,-60.3333,86320,minor
Longchuan,25.1945,101.2759,86060,minor
Potiskum,11.7104,11.08,86002,minor
Longhua,41.317,117.7264,85697,minor
Chiquinquira,5.6175,-73.8164,85274,minor
Yeysk,46.7106,38.2778,85760,minor
Villingen-Schwenningen,48.0603,8.4586,85181,minor
Sumenep,-7.0049,113.8496,84656,minor
Junin,-34.5939,-60.9464,85007,minor
Ciudad Mante,22.7333,-98.95,84787,minor
Sabanalarga,10.63,-74.9236,84410,minor
Chigorodo,7.6697,-76.6814,84183,minor
Cerete,8.8867,-75.7911,83917,minor
Worms,49.6319,8.3653,83330,minor
Pontevedra,42.4333,-8.6333,83114,minor
Fredrikstad,59.2167,10.95,83193,minor
Al Hayy,32.1742,46.0433,82900,minor
Cayirova,40.8265,29.3745,82494,minor
Xiedian,35.419,110.8281,81386,minor
Shirvan,37.3967,57.9294,82790,minor
Kongjiazhuang,40.7536,114.7237,81909,minor
El Estor,15.5333,-89.35,82491,minor
Minden,52.2883,8.9167,81682,minor
Oleksandriia,48.6667,33.1167,82345,minor
Grosseto,42.7722,11.1089,82036,minor
Pilar,-34.4588,-58.9142,81120,minor
Funza,4.7175,-74.2094,80937,minor
Varese,45.8167,8.8333,80544,minor
Hengelo,52.2656,6.7931,80683,minor
Caldas,6.0886,-75.6361,81381,minor
Presidencia Roque Saenz Pena,-26.7833,-60.45,81879,minor
Azov,47.1,39.4167,80721,minor
Lujan,-34.5703,-59.105,81749,minor
Agboville,5.9333,-4.2167,81770,minor
Watampone,-4.5328,120.3334,81629,minor
Felipe Carrillo Puerto,19.5786,-88.0453,81742,minor
Anapa,44.8944,37.3167,81447,minor
Dessau-Rosslau,51.8333,12.2333,81237,minor
General Roca,-39.0333,-67.5833,81534,minor
Panzos,15.3986,-89.6408,81063,minor
San Cristobal Verapaz,15.365,-90.4792,80613,minor
Los Patios,7.8342,-72.505,80235,minor
Polatsk,55.4833,28.8,80795,minor
Meybod,32.25,54.0167,80712,minor
Sokcho,38.2083,128.5911,79846,minor
Neumunster,54.0714,9.99,79487,minor
Necochea,-38.55,-58.7333,80478,minor
Arsuz,36.4128,35.8867,79782,minor
Takestan,36.0694,49.6958,80299,minor
Livingston,15.83,-88.75,80249,minor
Namsan,42.2304,129.2304,80146,minor
Jamshoro,25.4283,68.2822,80000,minor
Tall `Afar,36.3792,42.4497,80000,minor
Balad,34.0147,44.1456,80000,minor
Poblacion,6.8,124.6333,79739,minor
Vila do Conde,41.35,-8.75,79533,minor
San Carlos del Zulia,9,-71.95,80000,minor
Koktokay,47.0004,89.4666,80000,minor
Mabai,23.0188,104.3929,79534,minor
Jinhe,22.7815,103.228,79658,minor
Idah,7.0833,6.75,79815,minor
Baracoa,20.3444,-74.4956,79797,minor
Jiangna,23.6128,104.3433,79448,minor
Torres Vedras,39.0833,-9.2667,79465,minor
Juventino Rosas,20.65,-101,79214,minor
Villa Maria,-32.4103,-63.2314,79356,minor
Jelenia Gora,50.9,15.7333,78335,minor
Bamberg,49.8917,10.8917,77592,minor
Delmenhorst,53.0506,8.6317,77607,minor
Tierralta,8.1728,-76.0594,78770,minor
Aligudarz,33.4006,49.6947,78690,minor
Arlit,18.7333,7.3833,78651,minor
Argao,9.8833,123.6,78187,minor
Manbij,36.5333,37.95,78255,minor
Beziers,43.3476,3.219,77599,minor
Hasselt,50.9305,5.3385,77651,minor
Arjona,10.255,-75.3447,78070,minor
Chinautla,14.7029,-90.5,77071,minor
Villa Victoria,19.4333,-100,77819,minor
Fray Bartolome de Las Casas,15.8456,-89.8658,77896,minor
Linkou,45.2819,130.2519,77754,minor
Palencia,42.0167,-4.5333,77090,minor
Villa Canales,14.4816,-90.534,77638,minor
Numan,9.4536,11.8367,77617,minor
Roosendaal,51.5314,4.4556,77032,minor
Viersen,51.2556,6.3917,76905,minor
Sint-Niklaas,51.1644,4.1392,76756,minor
Tila,17.3,-92.4333,77554,minor
Bakhmut,48.6044,38.0067,75798,minor
Marburg,50.8167,8.7667,76851,minor
Tecamachalco,18.8667,-97.7167,77061,minor
Ende,-8.8333,121.65,77205,minor
Balkh,36.7581,66.8989,77000,minor
Kortrijk,50.8333,3.2667,76265,minor
Siedlce,52.1833,22.2833,76585,minor
Dongguan,39.014,111.0768,75135,minor
Nagua,19.38,-69.85,76933,minor
Al Musayyib,32.7786,44.29,76454,minor
Caserta,41.0667,14.3333,75561,minor
Mafra,38.9333,-9.3333,76685,minor
Tuban,-6.8995,112.05,76242,minor
Jablah,35.3597,35.9214,75505,minor
Shostka,51.8657,33.4766,76788,minor
Asti,44.9,8.2069,76211,minor
Cotui,19.06,-70.15,76554,minor
E'erguna,50.2411,120.172,76667,minor
Fancheng,39.1891,113.2729,76088,minor
Palma Soriano,20.2139,-75.9919,76500,minor
Myslowice,50.2333,19.1333,75183,minor
Berdychiv,49.8919,28.6,76229,minor
Espinal,4.1486,-74.8819,75828,minor
Piotrkow Trybunalski,51.4,19.6833,74905,minor
Tailai,46.3909,123.4161,75992,minor
Toba Tek Singh,30.9667,72.4833,75943,minor
Ovalle,-30.6031,-71.203,75864,minor
Wilhelmshaven,53.5167,8.1333,75189,minor
Xinglong,40.4146,117.493,75381,minor
Zhongcheng,28.6014,103.943,75425,minor
Bayreuth,49.9481,11.5783,74657,minor
Bonab,37.3403,46.0561,75332,minor
Luneburg,53.2525,10.4144,75351,minor
Ciudad Real,38.9833,-3.9167,75104,minor
Acacias,3.9889,-73.7647,75252,minor
Ardakan,32.3094,54.0186,75271,minor
Di An,10.8927,106.7634,73859,minor
Dalaguete,9.7612,123.5349,74596,minor
Wiwili,13.6167,-85.8167,74887,minor
Nizhyn,51.05,31.9,73283,minor
Grand-Bassam,5.2,-3.7333,73772,minor
Hoorn,52.6533,5.0733,73261,minor
Copacabana,6.3486,-75.5103,73574,minor
Detmold,51.9378,8.8833,74388,minor
Kara-Balta,42.8306,73.8857,74133,minor
Sundsvall,62.3902,17.3067,73389,minor
San Ramon de la Nueva Oran,-23.1361,-64.3222,74059,minor
Konin,52.2275,18.2614,73176,minor
Chaigoubu,40.6687,114.4157,73028,minor
Siuna,13.7333,-84.7667,73730,minor
Linares,-35.8454,-71.5979,73602,minor
Jingzhou,37.6911,116.2672,72806,minor
Quillota,-32.8799,-71.2474,73261,minor
Ostrowiec Swietokrzyski,50.9333,21.4,72001,minor
Almelo,52.3575,6.6667,72459,minor
Lanxi,46.2664,126.276,72528,minor
Zhuolu,40.3753,115.215,72538,minor
Ludenscheid,51.2198,7.6273,72611,minor
Landshut,48.5397,12.1508,72404,minor
Wenping,27.193,103.5461,71943,minor
Ostend,51.2333,2.9333,71332,minor
Santa Rosa de Cabal,4.8672,-75.6211,73028,minor
Moa,20.6556,-74.9417,73053,minor
Naqadeh,36.95,45.3833,72975,minor
La Dorada,5.4538,-74.6647,72925,minor
San Vicente del Caguan,2.1153,-74.77,72949,minor
Xiangjiaba,28.6282,104.4211,72283,minor
Pavia,45.1853,9.155,72773,minor
Ede,52.0436,5.6667,72460,minor
Penafiel,41.2,-8.2833,72265,minor
Concepcion del Uruguay,-32.4833,-58.2333,72528,minor
Brandenburg,52.4117,12.5561,72040,minor
Goya,-29.1333,-59.25,72304,minor
Saint-Nazaire,47.2806,-2.2086,70619,minor
Colon,22.7225,-80.9067,72000,minor
Cremona,45.1333,10.0333,72077,minor
Santo Tirso,41.3425,-8.4775,71530,minor
Bouafle,6.9903,-5.7442,71792,minor
Florida,21.5294,-78.2228,71676,minor
Aschaffenburg,49.9757,9.1478,70527,minor
Izmail,45.35,28.8333,71411,minor
San Francisco del Rincon,21.0228,-101.86,71139,minor
Placetas,22.3158,-79.6556,71208,minor
Cabudare,10.0331,-69.2633,70578,minor
Yinying,37.941,113.5602,70614,minor
Gibara,21.1072,-76.1367,71126,minor
Erd,47.3833,18.9167,70063,minor
Baiquan,47.6018,126.0819,70472,minor
Corozal,9.3169,-75.2933,70853,minor
Novomoskovsk,48.6328,35.2239,70749,minor
Zenica,44.2017,17.9039,70553,minor
Loule,37.144,-8.0235,70622,minor
Reconquista,-29.1443,-59.6438,70549,minor
Kovel,51.2167,24.7167,69089,minor
Zhanggu,30.8795,101.8822,70000,minor
Smila,49.2167,31.8667,68536,minor
Villa del Rosario,7.8353,-72.4736,69833,minor
Phu Quoc,10.2289,103.9572,70000,minor
Qo`ng`irot Shahri,43.0758,58.9067,70100,minor
Oshnaviyeh,37.0397,45.0983,70030,minor
Celle,52.6256,10.0825,69602,minor
Kempten,47.7333,10.3167,68907,minor
Qingquan,38.7823,101.0826,69902,minor
Garzon,2.1961,-75.6292,69823,minor
Tournai,50.6,3.3833,69554,minor
Mansehra,34.3333,73.2,69085,minor
San Juan de los Lagos,21.2489,-102.3304,69725,minor
Massa,44.0333,10.1333,69037,minor
Suwalki,54.0833,22.9333,69626,minor
Colmar,48.0817,7.3556,68703,minor
Yitiaoshan,37.1889,104.0571,68952,minor
Gniezno,52.5333,17.6,68217,minor
Chisec,15.8125,-90.3217,69325,minor
Planeta Rica,8.4089,-75.5819,69285,minor
Yanghe,38.2727,106.2496,67901,minor
Ko Samui,9.5157,99.9436,68994,minor
Liuhe,42.2669,125.7404,68938,minor
Fulda,50.5528,9.6775,68586,minor
Huishi,35.6918,105.0531,68958,minor
Necocli,8.4258,-76.7839,69090,minor
Cosenza,39.3,16.25,67239,minor
Oliveira de Azemeis,40.8333,-8.4833,68611,minor
Purisima de Bustos,21.0333,-101.8667,68795,minor
